WNAM,FEM
"Viver Aymerich, Pere (or Pedro)",
"Viver Aymerich, Tomàs",
"Vives, Màrius (or Mario)",
"Vivó Tarín, Eugenio",
"Waldstein, María Ana (or María Anna, or Mariana, or Marie Anna)(Marquesa de Santa Cruz)",
"Winthuysen, Javier de",
"Woevodsky, Nicolau (or Nicolás) de",
"Wssel, Manuel",
"Xarrié Mirambell, Domènec",
"Xaudaró Echau, Joaquín",
Xenis,
"Ximénes Herráiz, Angel",
"Ximénez, Juan",
"Ximénez, Miguel",
"Ximeno y Planes, Rafael",
"Xulbe, Joan (or Juan) de",
"Xulbe, Pascasi (or Pascasio, or Pascual) de",
"Yáñez de la Almedina, Fernando (or Ferrando)",
"Yanguas y Ortíz, Eugenio",
"Yavarri, Gerónimo",
"Yciar, Juan de",
"Yepes, Tomás (or Thomas)",
"Ylla Bach, Bernat Calvó",
"Ynglada Sallent, Pere (or Pedro)",
"Ypas, Pascual de",
"Ysern Alié, Pere (or Pedro, or Pierre)",
"Yus y Colás, Manuel",
"Yuste Peinado, Félix",
"Zabaleta, Rafael",
"Zamacois Zabala, Eduardo",
"Zambrano, Juan Luis",
"Zamora, José",
"Zamora, Juan de",
"Zamora, Juan de",
"Zamora, School of, Anonymous Painters of",
"Zamora, School of, Anonymous Sculptors of",
"Zamorano, Angel",
"Zamos, E.",
"Zaortiga, Bonanat",
"Zaortiga, Nicolás (or Nicholau)",
"Zapata y Nadal, José",
"Zapata, Antonio",
"Zapater Rodríguez, Juan José",
"Zaragoza de Navas, Rómulo",
"Zaragoza, José Ramón",
"Zarza, Vasco de la",
"Zayán, Abd al-Rahman ibn",
"Ziegler, Alberto (or Albert)",
"Zubiaurre, Ramón de",
"Zubiaurre, Valentín de",
"Zuera, Pedro (or Pere)",
"Zuloaga, Ignacio",
"Zuloaga, Plácido",
"Zurbarán, Francisco",
"Zurbarán, Juan de",
,
