RN,WNAM,,LCN,FRESCOSH,BDATN,BQN,BQEN,BDQN,DDATN,DQN,DQEN,DDQN,OPRN,OQN,OOQN,WDATES,SDATN,SDAT2N,CENN,CNUMN,SCHN,NSCHP,CLNON,MEDN,NBN,UDATN,FEM,CLN,UNCLN,SUPN,STAMPN,UPN,teaser,SORTNAME,FirstLetter,SEARCH,alts,holdings,bestname,,recid,notes,earliestdate,latestdate,latest,earliest,problem,teasterweb,event,more,teasterweb2,,,
2512,"Gómez Montaner, Encarnació",,"Gómez Montaner, Encarnació, 1877-",,1877,n.,,n.1877,,,,,1924,exh.,exh.1924,n.1877-exh.1924,1877,1877,,,Barcelona,Spanish,800,,,,y,,,,BLR |D 1993 02 24 |T 15:45:52,BLR |D 1993 02 24 |T 15:45:52,,"Gómez Montaner, Encarnació",G,"Gómez Montaner, Encarnació Gómez, Encarnación","Gómez, Encarnación",,"Gómez Montaner, Encarnació, 1877-",,2088,Barcelona. ,1877,1924,1924,1877,,,"<event start='1877' end='1924' isDuration='true' title='Gómez Montaner, Encarnació' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1877-exh.1924; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2088'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2088'&gt;more...&lt;/a&gt;,n.1877-exh.1924; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2088,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2088</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5254,"Gómez, Antonia",,"Gómez, Antonia, active 1860-1862",,,,,,,,,,1860-1862,exh.,exh.1860-1862,exh.1860-1862,1860,1860,,,Cádiz,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 15:50:28,CDEA |D 1994 11 01 |T 15:50:28,,"Gómez, Antonia",G,"Gómez, Antonia ",,,"Gómez, Antonia, active 1860-1862",,2100,Cádiz. ,1860,1862,1862,1860,,,"<event start='1860' end='1862' isDuration='true' title='Gómez, Antonia' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1860-1862; Cádiz  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2100'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2100'&gt;more...&lt;/a&gt;,exh.1860-1862; Cádiz,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2100,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2100</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5255,"Gómez, Guillermina",,"Gómez, Guillermina, active 1927",,,,,,,,,,1927,exh.,exh.1927,exh.1927,1927,1927,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 15:56:24,CDEA |D 1994 11 01 |T 15:56:24,,"Gómez, Guillermina",G,"Gómez, Guillermina ",,,"Gómez, Guillermina, active 1927",,2103,Barcelona. ,1927,1927,1927,1927,,,"<event start='1927' end='1927' isDuration='true' title='Gómez, Guillermina' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1927; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2103'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2103'&gt;more...&lt;/a&gt;,exh.1927; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2103,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2103</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2518,"Gonnella Griore, Adela",,"Gonnella Griore, Adela, active 1898",,,,,,,,,,1898,exh.,exh.1898,exh.1898,1898,1898,,,Barcelona,Spanish,800,,,,y,,,,BLR |D 1993 02 25 |T 10:21:14,BLR |D 1993 02 25 |T 10:21:14,,"Gonnella Griore, Adela",G,"Gonnella Griore, Adela Griore, Adela Gonnella*","Griore, Adela Gonnella*",,"Gonnella Griore, Adela, active 1898",,2109,Barcelona. ,1898,1898,1898,1898,,,"<event start='1898' end='1898' isDuration='true' title='Gonnella Griore, Adela' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1898; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2109'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2109'&gt;more...&lt;/a&gt;,exh.1898; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2109,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2109</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5258,"Gonzalbo Murillo, Fe",,"Gonzalbo Murillo, Fe, active 1892",,,,,,,,,,1892,exh.,exh.1892,exh.1892,1892,1892,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 16:34:42,CDEA |D 1994 11 01 |T 16:34:42,,"Gonzalbo Murillo, Fe",G,"Gonzalbo Murillo, Fe Murillo, Fe Gonzalbo*","Murillo, Fe Gonzalbo*",,"Gonzalbo Murillo, Fe, active 1892",,2114,Barcelona. ,1892,1892,1892,1892,,,"<event start='1892' end='1892' isDuration='true' title='Gonzalbo Murillo, Fe' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1892; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2114'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2114'&gt;more...&lt;/a&gt;,exh.1892; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2114,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2114</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
3253,"González de Menchaca, Petronila",,"González de Menchaca, Petronila, -1880",,,,,,1880,m.,,m.1880,1830,doc.,doc.1830,doc.1830-m.1880,1830,1830,,,Madrid,Spanish,800,Miniaturist,,,y,,,,DMR |D 1994 06 02 |T 14:55:36,DMR |D 1994 06 02 |T 14:55:37,,"González de Menchaca, Petronila",G,"González de Menchaca, Petronila Gonzáles de Menchada, Petronila","Gonzáles de Menchada, Petronila",,"González de Menchaca, Petronila, -1880",,2127,Madrid. ,1830,1880,1880,1830,,,"<event start='1830' end='1880' isDuration='true' title='González de Menchaca, Petronila' classname='Miniaturist' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>doc.1830-m.1880; Miniaturist; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2127'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2127'&gt;more...&lt;/a&gt;,doc.1830-m.1880; Miniaturist; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2127,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2127</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5259,"González Martínez, Concepción",,"González Martínez, Concepción, active 1906-1908",,,,,,,,,,1906-1908,exh.,exh.1906-1908,exh.1906-1908,1906,1906,,,Madrid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 16:45:13,CDEA |D 1994 11 01 |T 16:45:13,,"González Martínez, Concepción",G,"González Martínez, Concepción Martínez, Concepción González*","Martínez, Concepción González*",,"González Martínez, Concepción, active 1906-1908",,2138,Madrid. ,1906,1908,1908,1906,,,"<event start='1906' end='1908' isDuration='true' title='González Martínez, Concepción' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1906-1908; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2138'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2138'&gt;more...&lt;/a&gt;,exh.1906-1908; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2138,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2138</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
4156,"González Rodríguez, Dolores",,"González Rodríguez, Dolores, 1890-",,1890,n.,,n.1890,,,,,1927,op.,op.1927,n.1890-op.1927,1890,1890,,,,Spanish [?],800,,She was born in the Canary Islands and lived and studied in Cuba.,,y,,,,LC |D 1995 01 20 |T 13:40:31,MLH |D 1998 09 23 |T 10:46:38,She was born in the Canary Islands and lived and...,"González Rodríguez, Dolores",G,"González Rodríguez, Dolores Rodríguez, Dolores González*","Rodríguez, Dolores González*",,"González Rodríguez, Dolores, 1890-",,2145,She was born in the Canary Islands and lived and studied in Cuba.,1890,1927,1927,1890,,She was born in the Canary Islands and lived and... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2145'&gt;more...&lt;/a&gt;,"<event start='1890' end='1927' isDuration='true' title='González Rodríguez, Dolores' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1890-op.1927  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2145'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2145'&gt;more...&lt;/a&gt;,n.1890-op.1927,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2145,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2145</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2486,"González Valls, Inés",,"González Valls, Inés, active 1845-1846",,,,,,,,,,1845-1846,exh.,exh.1845-1846,exh.1845-1846,1845,1845,,,Valencia,Spanish,800,Miniaturist and painter,Married to Manuel Dénis de León.,,y,,,,BLR |D 1993 02 19 |T 17:40:58,BLR |D 1993 02 19 |T 17:40:58,Married to Manuel Dénis de León...,"González Valls, Inés",G,"González Valls, Inés Gonzales, Inés","Gonzales, Inés",,"González Valls, Inés, active 1845-1846",,2154,Valencia. Married to Manuel Dénis de León.,1845,1846,1846,1845,,Married to Manuel Dénis de León... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2154'&gt;more...&lt;/a&gt;,"<event start='1845' end='1846' isDuration='true' title='González Valls, Inés' classname='Miniaturist and painter' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1845-1846; Miniaturist and painter; Valencia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2154'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2154'&gt;more...&lt;/a&gt;,exh.1845-1846; Miniaturist and painter; Valencia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2154,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2154</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5260,"González Vilart, Angeles",,"González Vilart, Angeles, active 1922",,,,,,,,,,1922,exh.,exh.1922,exh.1922,1922,1922,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 16:51:20,CDEA |D 1994 11 01 |T 16:51:20,,"González Vilart, Angeles",G,"González Vilart, Angeles Villart, Angeles González*","Villart, Angeles González*",,"González Vilart, Angeles, active 1922",,2163,Barcelona. ,1922,1922,1922,1922,,,"<event start='1922' end='1922' isDuration='true' title='González Vilart, Angeles' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1922; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2163'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2163'&gt;more...&lt;/a&gt;,exh.1922; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2163,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2163</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2206,"González, Roberta",,"González, Roberta",,1909,,,1909,1976,,,1976,,,,1909-1976,1909,1909,,,,Spanish,800,,Daughter of the sculptor Julio González; born in Paris where she spent most of her life and exhibited as a Spanish artist.,,Y,,,,SCR |D 1991 08 23 |T 10:58:37,SCR |D 1991 08 23 |T 10:58:37,Daughter of the sculptor Julio González; born in Paris where...,"González, Roberta",G,"González, Roberta Gonzales, Roberta","Gonzales, Roberta",,"González, Roberta",,2172,Daughter of the sculptor Julio González; born in Paris where she spent most of her life and exhibited as a Spanish artist.,1909,1976,1976,1909,,Daughter of the sculptor Julio González; born in Paris where... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2172'&gt;more...&lt;/a&gt;,"<event start='1909' end='1976' isDuration='true' title='González, Roberta' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1909-1976  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2172'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2172'&gt;more...&lt;/a&gt;,1909-1976,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2172,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2172</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2521,"Gorgas de Martínez, Francesca (or Francisca)",,"Gorgas de Martínez, Francesca, active 1896-1898",,,,,,,,,,1896-1898,exh.,exh.1896-1898,exh.1896-1898,1896,1896,,,Barcelona,Spanish,800,,,,y,,,,BLR |D 1993 02 25 |T 11:28:39,BLR |D 1993 02 25 |T 11:28:39,,"Gorgas de Martínez, Francesca (or Francisca)",G,"Gorgas de Martínez, Francesca (or Francisca) Martínez, Francesca Gorgas de*","Martínez, Francesca Gorgas de*",,"Gorgas de Martínez, Francesca, active 1896-1898",,2175,Barcelona. ,1896,1898,1898,1896,,,"<event start='1896' end='1898' isDuration='true' title='Gorgas de Martínez, Francesca (or Francisca)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1896-1898; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2175'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2175'&gt;more...&lt;/a&gt;,exh.1896-1898; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2175,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2175</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2519,"Gorgas, Aurora",,"Gorgas, Aurora, active 1898",,,,,,,,,,1898,exh.,exh.1898,exh.1898,1898,1898,,,Barcelona,Spanish,800,,,,y,,,,BLR |D 1993 02 25 |T 10:41:57,BLR |D 1993 02 25 |T 10:41:57,,"Gorgas, Aurora",G,"Gorgas, Aurora ",,,"Gorgas, Aurora, active 1898",,2176,Barcelona. ,1898,1898,1898,1898,,,"<event start='1898' end='1898' isDuration='true' title='Gorgas, Aurora' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1898; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2176'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2176'&gt;more...&lt;/a&gt;,exh.1898; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2176,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2176</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2515,"Gosch Boix, Mercè (or Mercedes)",,"Gosch Boix, Mercè, active 1894",,,,,,,,,,1894,exh.,exh.1894,exh.1894,1894,1894,,,Barcelona,Spanish,800,,,,y,,,,BLR |D 1993 02 25 |T 10:04:57,BLR |D 1993 02 25 |T 10:04:57,,"Gosch Boix, Mercè (or Mercedes)",G,"Gosch Boix, Mercè (or Mercedes) Boix, Mercè Gosch*","Boix, Mercè Gosch*",,"Gosch Boix, Mercè, active 1894",,2178,Barcelona. ,1894,1894,1894,1894,,,"<event start='1894' end='1894' isDuration='true' title='Gosch Boix, Mercè (or Mercedes)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1894; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2178'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2178'&gt;more...&lt;/a&gt;,exh.1894; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2178,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2178</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2520,"Gosé Galí, Dolors (or Dolores)",,"Gosé Galí, Dolors, active 1898",,,,,,,,,,1898,exh.,exh.1898,exh.1898,1898,1898,,,Barcelona,Spanish,800,,,,y,,,,BLR |D 1993 02 25 |T 11:18:45,BLR |D 1993 02 25 |T 11:18:45,,"Gosé Galí, Dolors (or Dolores)",G,"Gosé Galí, Dolors (or Dolores) Galí, Dolors Gosé*","Galí, Dolors Gosé*",,"Gosé Galí, Dolors, active 1898",,2179,Barcelona. ,1898,1898,1898,1898,,,"<event start='1898' end='1898' isDuration='true' title='Gosé Galí, Dolors (or Dolores)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1898; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2179'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2179'&gt;more...&lt;/a&gt;,exh.1898; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2179,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2179</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5262,"Goyena, Manuela",,"Goyena, Manuela, active 19th century",,,,,,,,,,1868,exh.,exh.1868,exh.1868,1868,1868,,,Valencia,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 17:10:58,CDEA |D 1994 11 01 |T 17:10:58,,"Goyena, Manuela",G,"Goyena, Manuela ",,,"Goyena, Manuela, active 19th century",,2185,Valencia. ,1868,1868,1868,1868,,,"<event start='1868' end='1868' isDuration='true' title='Goyena, Manuela' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1868; Valencia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2185'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2185'&gt;more...&lt;/a&gt;,exh.1868; Valencia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2185,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2185</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5263,"Gradoli, Josefa",,"Gradoli, Josefa, active 19th century",,,,,,,,,,mid 19th C.,op.,op.mid 19th C.,op.mid 19th C.,mid ,1799j,,1799j,Balearic Islands,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 17:14:02,CDEA |D 1994 11 01 |T 17:14:02,,"Gradoli, Josefa",G,"Gradoli, Josefa ",,,"Gradoli, Josefa, active 19th century",,2187,Balearic Islands. ,1799j,0,1850,1800,,,"<event start='1800' end='1850' isDuration='true' title='Gradoli, Josefa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>op.mid 19th C.; Balearic Islands  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2187'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2187'&gt;more...&lt;/a&gt;,op.mid 19th C.; Balearic Islands,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2187,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2187</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5264,"Grases, Eulalia",,"Grases, Eulalia, active 1926",,,,,,,,,,1926,exh.,exh.1926,exh.1926,1926,1926,,,Catalonia,Spanish,800,,,,Y,,,,CDEA |D 1994 11 01 |T 17:16:48,CDEA |D 1994 11 01 |T 17:16:48,,"Grases, Eulalia",G,"Grases, Eulalia ",,,"Grases, Eulalia, active 1926",,2198,Catalonia. ,1926,1926,1926,1926,,,"<event start='1926' end='1926' isDuration='true' title='Grases, Eulalia' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1926; Catalonia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2198'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2198'&gt;more...&lt;/a&gt;,exh.1926; Catalonia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2198,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2198</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
